Location,Poverty Level,TimeFrame,DataFormat,Data
GENOA-HUGO C113,Eligible for Free or Reduced Lunch,2003,Number,70
GENOA-HUGO C113,Eligible for Reduced Price Lunch,2004,Number,18
GENOA-HUGO C113,Eligible for Free Lunch,2004,Number,72
GENOA-HUGO C113,Eligible for Free or Reduced Lunch,2004,Number,90
GENOA-HUGO C113,Eligible for Free Lunch,2004,Percent,0.3547
GENOA-HUGO C113,Eligible for Free or Reduced Lunch,2004,Percent,0.4433
GENOA-HUGO C113,Eligible for Reduced Price Lunch,2004,Percent,0.0887
GENOA-HUGO C113,Eligible for Free or Reduced Lunch,2005,Percent,0.5054
GENOA-HUGO C113,Eligible for Reduced Price Lunch,2005,Percent,0.1559
GENOA-HUGO C113,Eligible for Reduced Price Lunch,2006,Percent,0.1202
GENOA-HUGO C113,Eligible for Free Lunch,2006,Percent,0.3654
GENOA-HUGO C113,Eligible for Free or Reduced Lunch,2006,Percent,0.4856
GENOA-HUGO C113,Eligible for Free Lunch,2005,Percent,0.3495
GENOA-HUGO C113,Eligible for Reduced Price Lunch,2005,Number,29
GENOA-HUGO C113,Eligible for Free or Reduced Lunch,2005,Number,94
GENOA-HUGO C113,Eligible for Free Lunch,2005,Number,65
GENOA-HUGO C113,Eligible for Reduced Price Lunch,2006,Number,25
GENOA-HUGO C113,Eligible for Free or Reduced Lunch,2006,Number,101
GENOA-HUGO C113,Eligible for Free Lunch,2006,Number,76
GENOA-HUGO C113,Eligible for Free Lunch,2007,Number,84
GENOA-HUGO C113,Eligible for Free or Reduced Lunch,2007,Number,101
GENOA-HUGO C113,Eligible for Reduced Price Lunch,2007,Number,17
GENOA-HUGO C113,Eligible for Free Lunch,2007,Percent,0.4
GENOA-HUGO C113,Eligible for Free or Reduced Lunch,2007,Percent,0.49
GENOA-HUGO C113,Eligible for Reduced Price Lunch,2007,Percent,0.08
GENOA-HUGO C113,Eligible for Free Lunch,2008,Percent,0.3681
GENOA-HUGO C113,Eligible for Free or Reduced Lunch,2008,Percent,0.467
GENOA-HUGO C113,Eligible for Free Lunch,2008,Number,67
GENOA-HUGO C113,Eligible for Reduced Price Lunch,2008,Percent,0.0989
GENOA-HUGO C113,Eligible for Free or Reduced Lunch,2008,Number,85
GENOA-HUGO C113,Eligible for Reduced Price Lunch,2008,Number,18
GENOA-HUGO C113,Eligible for Reduced Price Lunch,2013,Number,31
GENOA-HUGO C113,Eligible for Free or Reduced Lunch,2013,Number,93
GENOA-HUGO C113,Eligible for Free or Reduced Lunch,2013,Percent,0.52247
GENOA-HUGO C113,Eligible for Reduced Price Lunch,2013,Percent,0.17416
GENOA-HUGO C113,Eligible for Free Lunch,2013,Number,62
GENOA-HUGO C113,Eligible for Free Lunch,2013,Percent,0.34831
GENOA-HUGO C113,Eligible for Free Lunch,2009,Percent,0.4
GENOA-HUGO C113,Eligible for Reduced Price Lunch,2009,Percent,0.0947
GENOA-HUGO C113,Eligible for Free or Reduced Lunch,2009,Percent,0.4947
GENOA-HUGO C113,Eligible for Reduced Price Lunch,2010,Number,24
GENOA-HUGO C113,Eligible for Free Lunch,2009,Number,76
GENOA-HUGO C113,Eligible for Free or Reduced Lunch,2009,Number,94
GENOA-HUGO C113,Eligible for Reduced Price Lunch,2009,Number,18
GENOA-HUGO C113,Eligible for Free or Reduced Lunch,2011,Percent,0.5622
GENOA-HUGO C113,Eligible for Free Lunch,2011,Percent,0.4054
GENOA-HUGO C113,Eligible for Reduced Price Lunch,2011,Percent,0.1568
GENOA-HUGO C113,Eligible for Reduced Price Lunch,2010,Percent,0.135
GENOA-HUGO C113,Eligible for Free or Reduced Lunch,2010,Percent,0.449
GENOA-HUGO C113,Eligible for Free Lunch,2010,Percent,0.315
GENOA-HUGO C113,Eligible for Free Lunch,2010,Number,56
GENOA-HUGO C113,Eligible for Free or Reduced Lunch,2010,Number,80
GENOA-HUGO C113,Eligible for Reduced Price Lunch,2011,Number,29
GENOA-HUGO C113,Eligible for Free Lunch,2011,Number,75
GENOA-HUGO C113,Eligible for Free or Reduced Lunch,2011,Number,104
GENOA-HUGO C113,Eligible for Free or Reduced Lunch,2012,Number,83
GENOA-HUGO C113,Eligible for Free Lunch,2012,Number,58
GENOA-HUGO C113,Eligible for Reduced Price Lunch,2012,Number,25
GENOA-HUGO C113,Eligible for Free or Reduced Lunch,2012,Percent,0.47159
GENOA-HUGO C113,Eligible for Free Lunch,2012,Percent,0.32955
GENOA-HUGO C113,Eligible for Reduced Price Lunch,2012,Percent,0.14205
GENOA-HUGO C113,Eligible for Free or Reduced Lunch,2014,Percent,0.53216
GENOA-HUGO C113,Eligible for Reduced Price Lunch,2014,Number,26
GENOA-HUGO C113,Eligible for Free or Reduced Lunch,2014,Number,91
GENOA-HUGO C113,Eligible for Free Lunch,2014,Number,65
GENOA-HUGO C113,Eligible for Free Lunch,2014,Percent,0.38012
GENOA-HUGO C113,Eligible for Reduced Price Lunch,2014,Percent,0.15205
GILPIN COUNTY RE-1,Eligible for Reduced Price Lunch,2014,Percent,0.06294
GILPIN COUNTY RE-1,Eligible for Free Lunch,2014,Percent,0.21212
GILPIN COUNTY RE-1,Eligible for Free Lunch,2014,Number,91
GILPIN COUNTY RE-1,Eligible for Free or Reduced Lunch,2014,Number,118
GILPIN COUNTY RE-1,Eligible for Reduced Price Lunch,2014,Number,27
GILPIN COUNTY RE-1,Eligible for Free or Reduced Lunch,2014,Percent,0.27506
GILPIN COUNTY RE-1,Eligible for Reduced Price Lunch,2012,Percent,0.08847
GILPIN COUNTY RE-1,Eligible for Free Lunch,2012,Percent,0.21716
GILPIN COUNTY RE-1,Eligible for Free or Reduced Lunch,2012,Percent,0.30563
GILPIN COUNTY RE-1,Eligible for Reduced Price Lunch,2012,Number,33
GILPIN COUNTY RE-1,Eligible for Free Lunch,2012,Number,81
GILPIN COUNTY RE-1,Eligible for Free or Reduced Lunch,2012,Number,114
GILPIN COUNTY RE-1,Eligible for Free or Reduced Lunch,2011,Number,116
GILPIN COUNTY RE-1,Eligible for Free Lunch,2011,Number,88
GILPIN COUNTY RE-1,Eligible for Reduced Price Lunch,2011,Number,28
GILPIN COUNTY RE-1,Eligible for Free or Reduced Lunch,2010,Number,114
GILPIN COUNTY RE-1,Eligible for Free Lunch,2010,Number,84
GILPIN COUNTY RE-1,Eligible for Free Lunch,2010,Percent,0.218
GILPIN COUNTY RE-1,Eligible for Free or Reduced Lunch,2010,Percent,0.295
GILPIN COUNTY RE-1,Eligible for Reduced Price Lunch,2010,Percent,0.078
GILPIN COUNTY RE-1,Eligible for Reduced Price Lunch,2011,Percent,0.0737
GILPIN COUNTY RE-1,Eligible for Free Lunch,2011,Percent,0.2316
GILPIN COUNTY RE-1,Eligible for Free or Reduced Lunch,2011,Percent,0.3053
GILPIN COUNTY RE-1,Eligible for Reduced Price Lunch,2009,Number,31
GILPIN COUNTY RE-1,Eligible for Free or Reduced Lunch,2009,Number,96
GILPIN COUNTY RE-1,Eligible for Free Lunch,2009,Number,65
GILPIN COUNTY RE-1,Eligible for Reduced Price Lunch,2010,Number,30
GILPIN COUNTY RE-1,Eligible for Free or Reduced Lunch,2009,Percent,0.2659
GILPIN COUNTY RE-1,Eligible for Reduced Price Lunch,2009,Percent,0.0859
GILPIN COUNTY RE-1,Eligible for Free Lunch,2009,Percent,0.1801
GILPIN COUNTY RE-1,Eligible for Free Lunch,2013,Percent,0.21853
GILPIN COUNTY RE-1,Eligible for Free Lunch,2013,Number,92
GILPIN COUNTY RE-1,Eligible for Reduced Price Lunch,2013,Percent,0.06888
GILPIN COUNTY RE-1,Eligible for Free or Reduced Lunch,2013,Percent,0.28741
GILPIN COUNTY RE-1,Eligible for Free or Reduced Lunch,2013,Number,121
GILPIN COUNTY RE-1,Eligible for Reduced Price Lunch,2013,Number,29
GILPIN COUNTY RE-1,Eligible for Reduced Price Lunch,2008,Number,31
GILPIN COUNTY RE-1,Eligible for Free or Reduced Lunch,2008,Number,67
GILPIN COUNTY RE-1,Eligible for Reduced Price Lunch,2008,Percent,0.0868
GILPIN COUNTY RE-1,Eligible for Free Lunch,2008,Number,36
GILPIN COUNTY RE-1,Eligible for Free or Reduced Lunch,2008,Percent,0.1877
GILPIN COUNTY RE-1,Eligible for Free Lunch,2008,Percent,0.1008
GILPIN COUNTY RE-1,Eligible for Reduced Price Lunch,2007,Percent,0.08
GILPIN COUNTY RE-1,Eligible for Free or Reduced Lunch,2007,Percent,0.18
GILPIN COUNTY RE-1,Eligible for Free Lunch,2007,Percent,0.1
GILPIN COUNTY RE-1,Eligible for Reduced Price Lunch,2007,Number,29
GILPIN COUNTY RE-1,Eligible for Free or Reduced Lunch,2007,Number,65
GILPIN COUNTY RE-1,Eligible for Free Lunch,2007,Number,36
GILPIN COUNTY RE-1,Eligible for Free Lunch,2006,Number,45
GILPIN COUNTY RE-1,Eligible for Free or Reduced Lunch,2006,Number,75
GILPIN COUNTY RE-1,Eligible for Reduced Price Lunch,2006,Number,30
GILPIN COUNTY RE-1,Eligible for Free Lunch,2005,Number,46
GILPIN COUNTY RE-1,Eligible for Free or Reduced Lunch,2005,Number,61
GILPIN COUNTY RE-1,Eligible for Reduced Price Lunch,2005,Number,15
GILPIN COUNTY RE-1,Eligible for Free Lunch,2005,Percent,0.1271
GILPIN COUNTY RE-1,Eligible for Free or Reduced Lunch,2006,Percent,0.1812
GILPIN COUNTY RE-1,Eligible for Free Lunch,2006,Percent,0.1087
GILPIN COUNTY RE-1,Eligible for Reduced Price Lunch,2006,Percent,0.0725
GILPIN COUNTY RE-1,Eligible for Reduced Price Lunch,2005,Percent,0.0414
GILPIN COUNTY RE-1,Eligible for Free or Reduced Lunch,2005,Percent,0.1685
GILPIN COUNTY RE-1,Eligible for Reduced Price Lunch,2004,Percent,0.0619
GILPIN COUNTY RE-1,Eligible for Free or Reduced Lunch,2004,Percent,0.1546
GILPIN COUNTY RE-1,Eligible for Free Lunch,2004,Percent,0.0928
GILPIN COUNTY RE-1,Eligible for Free or Reduced Lunch,2004,Number,60
GILPIN COUNTY RE-1,Eligible for Free Lunch,2004,Number,36
GILPIN COUNTY RE-1,Eligible for Reduced Price Lunch,2004,Number,24
GILPIN COUNTY RE-1,Eligible for Free or Reduced Lunch,2003,Number,53
GILPIN COUNTY RE-1,Eligible for Free Lunch,2003,Number,35
GILPIN COUNTY RE-1,Eligible for Free Lunch,2003,Percent,0.08
GILPIN COUNTY RE-1,Eligible for Free or Reduced Lunch,2003,Percent,0.13
GILPIN COUNTY RE-1,Eligible for Reduced Price Lunch,2003,Percent,0.04
GILPIN COUNTY RE-1,Eligible for Free Lunch,2002,Number,34
GILPIN COUNTY RE-1,Eligible for Reduced Price Lunch,2002,Number,15
GILPIN COUNTY RE-1,Eligible for Free or Reduced Lunch,2002,Number,49
GILPIN COUNTY RE-1,Eligible for Reduced Price Lunch,2003,Number,18
GILPIN COUNTY RE-1,Eligible for Free Lunch,2002,Percent,0.07489
GILPIN COUNTY RE-1,Eligible for Free or Reduced Lunch,2002,Percent,0.10793
GILPIN COUNTY RE-1,Eligible for Reduced Price Lunch,2002,Percent,0.03304
GILPIN COUNTY RE-1,Eligible for Free Lunch,2001,Percent,0.06009
GILPIN COUNTY RE-1,Eligible for Free or Reduced Lunch,2001,Percent,0.08155
GILPIN COUNTY RE-1,Eligible for Reduced Price Lunch,2001,Percent,0.02146
GILPIN COUNTY RE-1,Eligible for Reduced Price Lunch,2001,Number,10
GILPIN COUNTY RE-1,Eligible for Free or Reduced Lunch,2001,Number,38
GILPIN COUNTY RE-1,Eligible for Free Lunch,2001,Number,28
GILPIN COUNTY RE-1,Eligible for Reduced Price Lunch,2000,Number,19
GILPIN COUNTY RE-1,Eligible for Free Lunch,2000,Number,20
GILPIN COUNTY RE-1,Eligible for Free or Reduced Lunch,2000,Number,39
GILPIN COUNTY RE-1,Eligible for Free or Reduced Lunch,2000,Percent,0.09
GILPIN COUNTY RE-1,Eligible for Free Lunch,2000,Percent,0.05
GILPIN COUNTY RE-1,Eligible for Reduced Price Lunch,2000,Percent,0.04
GRANADA RE-1,Eligible for Free or Reduced Lunch,2000,Percent,0.37
GRANADA RE-1,Eligible for Free Lunch,2000,Percent,0.31
GRANADA RE-1,Eligible for Reduced Price Lunch,2000,Percent,0.06
GRANADA RE-1,Eligible for Reduced Price Lunch,2000,Number,19
GRANADA RE-1,Eligible for Free Lunch,2000,Number,97
GRANADA RE-1,Eligible for Free or Reduced Lunch,2000,Number,116
GRANADA RE-1,Eligible for Free Lunch,2001,Number,106
GRANADA RE-1,Eligible for Free or Reduced Lunch,2001,Number,118
GRANADA RE-1,Eligible for Reduced Price Lunch,2001,Number,12
GRANADA RE-1,Eligible for Reduced Price Lunch,2001,Percent,0.03762
GRANADA RE-1,Eligible for Free or Reduced Lunch,2001,Percent,0.36991
GRANADA RE-1,Eligible for Free Lunch,2001,Percent,0.33229
GRANADA RE-1,Eligible for Reduced Price Lunch,2002,Percent,0.0915
GRANADA RE-1,Eligible for Free or Reduced Lunch,2002,Percent,0.46732
GRANADA RE-1,Eligible for Free Lunch,2002,Percent,0.37582
GRANADA RE-1,Eligible for Reduced Price Lunch,2003,Number,27
GRANADA RE-1,Eligible for Free or Reduced Lunch,2002,Number,143
GRANADA RE-1,Eligible for Reduced Price Lunch,2002,Number,28
GRANADA RE-1,Eligible for Free Lunch,2002,Number,115
GRANADA RE-1,Eligible for Reduced Price Lunch,2003,Percent,0.09
GRANADA RE-1,Eligible for Free or Reduced Lunch,2003,Percent,0.5
GRANADA RE-1,Eligible for Free Lunch,2003,Percent,0.41
GRANADA RE-1,Eligible for Free Lunch,2003,Number,126
GRANADA RE-1,Eligible for Free or Reduced Lunch,2003,Number,153
GRANADA RE-1,Eligible for Reduced Price Lunch,2004,Number,20
GRANADA RE-1,Eligible for Free Lunch,2004,Number,110
GRANADA RE-1,Eligible for Free or Reduced Lunch,2004,Number,130
GRANADA RE-1,Eligible for Free Lunch,2004,Percent,0.3873
GRANADA RE-1,Eligible for Free or Reduced Lunch,2004,Percent,0.4577
GRANADA RE-1,Eligible for Reduced Price Lunch,2004,Percent,0.0704
GRANADA RE-1,Eligible for Free or Reduced Lunch,2005,Percent,0.515
GRANADA RE-1,Eligible for Reduced Price Lunch,2005,Percent,0.0565
GRANADA RE-1,Eligible for Reduced Price Lunch,2006,Percent,0.0722
GRANADA RE-1,Eligible for Free Lunch,2006,Percent,0.4943
GRANADA RE-1,Eligible for Free or Reduced Lunch,2006,Percent,0.5665
GRANADA RE-1,Eligible for Free Lunch,2005,Percent,0.4585
GRANADA RE-1,Eligible for Reduced Price Lunch,2005,Number,17
GRANADA RE-1,Eligible for Free or Reduced Lunch,2005,Number,155
GRANADA RE-1,Eligible for Free Lunch,2005,Number,138
GRANADA RE-1,Eligible for Reduced Price Lunch,2006,Number,19
GRANADA RE-1,Eligible for Free or Reduced Lunch,2006,Number,149
GRANADA RE-1,Eligible for Free Lunch,2006,Number,130
GRANADA RE-1,Eligible for Free Lunch,2007,Number,114
GRANADA RE-1,Eligible for Free or Reduced Lunch,2007,Number,135
GRANADA RE-1,Eligible for Reduced Price Lunch,2007,Number,21
GRANADA RE-1,Eligible for Free Lunch,2007,Percent,0.44
GRANADA RE-1,Eligible for Free or Reduced Lunch,2007,Percent,0.52
GRANADA RE-1,Eligible for Reduced Price Lunch,2007,Percent,0.08
GRANADA RE-1,Eligible for Free Lunch,2008,Percent,0.4701
GRANADA RE-1,Eligible for Free or Reduced Lunch,2008,Percent,0.5179
GRANADA RE-1,Eligible for Free Lunch,2008,Number,118
GRANADA RE-1,Eligible for Reduced Price Lunch,2008,Percent,0.0478
GRANADA RE-1,Eligible for Free or Reduced Lunch,2008,Number,130
GRANADA RE-1,Eligible for Reduced Price Lunch,2008,Number,12
GRANADA RE-1,Eligible for Reduced Price Lunch,2013,Number,25
GRANADA RE-1,Eligible for Free or Reduced Lunch,2013,Number,123
GRANADA RE-1,Eligible for Free or Reduced Lunch,2013,Percent,0.60891
GRANADA RE-1,Eligible for Reduced Price Lunch,2013,Percent,0.12376
GRANADA RE-1,Eligible for Free Lunch,2013,Number,98
GRANADA RE-1,Eligible for Free Lunch,2013,Percent,0.48515
GRANADA RE-1,Eligible for Free Lunch,2009,Percent,0.4033
GRANADA RE-1,Eligible for Reduced Price Lunch,2009,Percent,0.0494
GRANADA RE-1,Eligible for Free or Reduced Lunch,2009,Percent,0.4527
GRANADA RE-1,Eligible for Reduced Price Lunch,2010,Number,21
GRANADA RE-1,Eligible for Free Lunch,2009,Number,98
GRANADA RE-1,Eligible for Free or Reduced Lunch,2009,Number,110
GRANADA RE-1,Eligible for Reduced Price Lunch,2009,Number,12
GRANADA RE-1,Eligible for Free or Reduced Lunch,2011,Percent,0.5951
GRANADA RE-1,Eligible for Free Lunch,2011,Percent,0.4575
GRANADA RE-1,Eligible for Reduced Price Lunch,2011,Percent,0.1377
GRANADA RE-1,Eligible for Reduced Price Lunch,2010,Percent,0.086
GRANADA RE-1,Eligible for Free or Reduced Lunch,2010,Percent,0.59
GRANADA RE-1,Eligible for Free Lunch,2010,Percent,0.504
GRANADA RE-1,Eligible for Free Lunch,2010,Number,123
GRANADA RE-1,Eligible for Free or Reduced Lunch,2010,Number,144
GRANADA RE-1,Eligible for Reduced Price Lunch,2011,Number,34
GRANADA RE-1,Eligible for Free Lunch,2011,Number,113
GRANADA RE-1,Eligible for Free or Reduced Lunch,2011,Number,147
GRANADA RE-1,Eligible for Free or Reduced Lunch,2012,Number,120
GRANADA RE-1,Eligible for Free Lunch,2012,Number,108
GRANADA RE-1,Eligible for Reduced Price Lunch,2012,Number,12
GRANADA RE-1,Eligible for Free or Reduced Lunch,2012,Percent,0.55046
GRANADA RE-1,Eligible for Free Lunch,2012,Percent,0.49541
GRANADA RE-1,Eligible for Reduced Price Lunch,2012,Percent,0.05505
GRANADA RE-1,Eligible for Free or Reduced Lunch,2014,Percent,0.58911
GRANADA RE-1,Eligible for Reduced Price Lunch,2014,Number,32
GRANADA RE-1,Eligible for Free or Reduced Lunch,2014,Number,119
GRANADA RE-1,Eligible for Free Lunch,2014,Number,87
GRANADA RE-1,Eligible for Free Lunch,2014,Percent,0.43069
GRANADA RE-1,Eligible for Reduced Price Lunch,2014,Percent,0.15842
GREELEY 6,Eligible for Reduced Price Lunch,2014,Percent,0.09909
GREELEY 6,Eligible for Free Lunch,2014,Percent,0.52018
GREELEY 6,Eligible for Free Lunch,2014,Number,11019
GREELEY 6,Eligible for Free or Reduced Lunch,2014,Number,13118
GREELEY 6,Eligible for Reduced Price Lunch,2014,Number,2099
GREELEY 6,Eligible for Free or Reduced Lunch,2014,Percent,0.61927
GREELEY 6,Eligible for Reduced Price Lunch,2012,Percent,0.08814
GREELEY 6,Eligible for Free Lunch,2012,Percent,0.52697
GREELEY 6,Eligible for Free or Reduced Lunch,2012,Percent,0.61511
GREELEY 6,Eligible for Reduced Price Lunch,2012,Number,1747
GREELEY 6,Eligible for Free Lunch,2012,Number,10445
GREELEY 6,Eligible for Free or Reduced Lunch,2012,Number,12192
GREELEY 6,Eligible for Free or Reduced Lunch,2011,Number,11837
GREELEY 6,Eligible for Free Lunch,2011,Number,10145
GREELEY 6,Eligible for Reduced Price Lunch,2011,Number,1692
GREELEY 6,Eligible for Free or Reduced Lunch,2010,Number,11798
GREELEY 6,Eligible for Free Lunch,2010,Number,10308
GREELEY 6,Eligible for Free Lunch,2010,Percent,0.526
GREELEY 6,Eligible for Free or Reduced Lunch,2010,Percent,0.602
GREELEY 6,Eligible for Reduced Price Lunch,2010,Percent,0.076
GREELEY 6,Eligible for Reduced Price Lunch,2011,Percent,0.0853
GREELEY 6,Eligible for Free Lunch,2011,Percent,0.5113
GREELEY 6,Eligible for Free or Reduced Lunch,2011,Percent,0.5966
GREELEY 6,Eligible for Reduced Price Lunch,2009,Number,1485
GREELEY 6,Eligible for Free or Reduced Lunch,2009,Number,10975
GREELEY 6,Eligible for Free Lunch,2009,Number,9490
GREELEY 6,Eligible for Reduced Price Lunch,2010,Number,1490
GREELEY 6,Eligible for Free or Reduced Lunch,2009,Percent,0.5741
GREELEY 6,Eligible for Reduced Price Lunch,2009,Percent,0.0777
GREELEY 6,Eligible for Free Lunch,2009,Percent,0.4964
GREELEY 6,Eligible for Free Lunch,2013,Percent,0.57325
GREELEY 6,Eligible for Free Lunch,2013,Number,11723
GREELEY 6,Eligible for Reduced Price Lunch,2013,Percent,0.07403
GREELEY 6,Eligible for Free or Reduced Lunch,2013,Percent,0.64729
GREELEY 6,Eligible for Free or Reduced Lunch,2013,Number,13237
GREELEY 6,Eligible for Reduced Price Lunch,2013,Number,1514
GREELEY 6,Eligible for Reduced Price Lunch,2008,Number,1632
GREELEY 6,Eligible for Free or Reduced Lunch,2008,Number,9941
GREELEY 6,Eligible for Reduced Price Lunch,2008,Percent,0.0865
GREELEY 6,Eligible for Free Lunch,2008,Number,8309
GREELEY 6,Eligible for Free or Reduced Lunch,2008,Percent,0.5268
GREELEY 6,Eligible for Free Lunch,2008,Percent,0.4403
GREELEY 6,Eligible for Reduced Price Lunch,2007,Percent,0.07
GREELEY 6,Eligible for Free or Reduced Lunch,2007,Percent,0.5
GREELEY 6,Eligible for Free Lunch,2007,Percent,0.43
GREELEY 6,Eligible for Reduced Price Lunch,2007,Number,1336
GREELEY 6,Eligible for Free or Reduced Lunch,2007,Number,9237
GREELEY 6,Eligible for Free Lunch,2007,Number,7901
GREELEY 6,Eligible for Free Lunch,2006,Number,8141
GREELEY 6,Eligible for Free or Reduced Lunch,2006,Number,9376
GREELEY 6,Eligible for Reduced Price Lunch,2006,Number,1235
GREELEY 6,Eligible for Free Lunch,2005,Number,7794
GREELEY 6,Eligible for Free or Reduced Lunch,2005,Number,8841
GREELEY 6,Eligible for Reduced Price Lunch,2005,Number,1047
GREELEY 6,Eligible for Free Lunch,2005,Percent,0.4279
GREELEY 6,Eligible for Free or Reduced Lunch,2006,Percent,0.5189
GREELEY 6,Eligible for Free Lunch,2006,Percent,0.4506
GREELEY 6,Eligible for Reduced Price Lunch,2006,Percent,0.0684
GREELEY 6,Eligible for Reduced Price Lunch,2005,Percent,0.0575
GREELEY 6,Eligible for Free or Reduced Lunch,2005,Percent,0.4854
GREELEY 6,Eligible for Reduced Price Lunch,2004,Percent,0.0814
GREELEY 6,Eligible for Free or Reduced Lunch,2004,Percent,0.4911
GREELEY 6,Eligible for Free Lunch,2004,Percent,0.4098
GREELEY 6,Eligible for Free or Reduced Lunch,2004,Number,8833
GREELEY 6,Eligible for Free Lunch,2004,Number,7370
GREELEY 6,Eligible for Reduced Price Lunch,2004,Number,1463
GREELEY 6,Eligible for Free or Reduced Lunch,2003,Number,8425
GREELEY 6,Eligible for Free Lunch,2003,Number,6921
GREELEY 6,Eligible for Free Lunch,2003,Percent,0.39
GREELEY 6,Eligible for Free or Reduced Lunch,2003,Percent,0.48
GREELEY 6,Eligible for Reduced Price Lunch,2003,Percent,0.09
GREELEY 6,Eligible for Free Lunch,2002,Number,6733
GREELEY 6,Eligible for Reduced Price Lunch,2002,Number,1499
GREELEY 6,Eligible for Free or Reduced Lunch,2002,Number,8232
GREELEY 6,Eligible for Reduced Price Lunch,2003,Number,1504
GREELEY 6,Eligible for Free Lunch,2002,Percent,0.39303
GREELEY 6,Eligible for Free or Reduced Lunch,2002,Percent,0.48053
GREELEY 6,Eligible for Reduced Price Lunch,2002,Percent,0.0875
GREELEY 6,Eligible for Free Lunch,2001,Percent,0.36934
GREELEY 6,Eligible for Free or Reduced Lunch,2001,Percent,0.46306
GREELEY 6,Eligible for Reduced Price Lunch,2001,Percent,0.09373
GREELEY 6,Eligible for Reduced Price Lunch,2001,Number,1549
GREELEY 6,Eligible for Free or Reduced Lunch,2001,Number,7653
GREELEY 6,Eligible for Free Lunch,2001,Number,6104
GREELEY 6,Eligible for Reduced Price Lunch,2000,Number,1508
GREELEY 6,Eligible for Free Lunch,2000,Number,5732
GREELEY 6,Eligible for Free or Reduced Lunch,2000,Number,7240
GREELEY 6,Eligible for Free or Reduced Lunch,2000,Percent,0.45
GREELEY 6,Eligible for Free Lunch,2000,Percent,0.36
GREELEY 6,Eligible for Reduced Price Lunch,2000,Percent,0.09
GUNNISON WATERSHED RE1J,Eligible for Free or Reduced Lunch,2000,Percent,0.12
GUNNISON WATERSHED RE1J,Eligible for Free Lunch,2000,Percent,0.07
GUNNISON WATERSHED RE1J,Eligible for Reduced Price Lunch,2000,Percent,0.04
GUNNISON WATERSHED RE1J,Eligible for Reduced Price Lunch,2000,Number,74
GUNNISON WATERSHED RE1J,Eligible for Free Lunch,2000,Number,121
GUNNISON WATERSHED RE1J,Eligible for Free or Reduced Lunch,2000,Number,195
GUNNISON WATERSHED RE1J,Eligible for Free Lunch,2001,Number,129
GUNNISON WATERSHED RE1J,Eligible for Free or Reduced Lunch,2001,Number,221
GUNNISON WATERSHED RE1J,Eligible for Reduced Price Lunch,2001,Number,92
GUNNISON WATERSHED RE1J,Eligible for Reduced Price Lunch,2001,Percent,0.05549
GUNNISON WATERSHED RE1J,Eligible for Free or Reduced Lunch,2001,Percent,0.13329
GUNNISON WATERSHED RE1J,Eligible for Free Lunch,2001,Percent,0.0778
GUNNISON WATERSHED RE1J,Eligible for Reduced Price Lunch,2002,Percent,0.0365
GUNNISON WATERSHED RE1J,Eligible for Free or Reduced Lunch,2002,Percent,0.1399
GUNNISON WATERSHED RE1J,Eligible for Free Lunch,2002,Percent,0.10341
GUNNISON WATERSHED RE1J,Eligible for Reduced Price Lunch,2003,Number,82
GUNNISON WATERSHED RE1J,Eligible for Free or Reduced Lunch,2002,Number,230
GUNNISON WATERSHED RE1J,Eligible for Reduced Price Lunch,2002,Number,60
GUNNISON WATERSHED RE1J,Eligible for Free Lunch,2002,Number,170
GUNNISON WATERSHED RE1J,Eligible for Reduced Price Lunch,2003,Percent,0.05
GUNNISON WATERSHED RE1J,Eligible for Free or Reduced Lunch,2003,Percent,0.2
GUNNISON WATERSHED RE1J,Eligible for Free Lunch,2003,Percent,0.15
GUNNISON WATERSHED RE1J,Eligible for Free Lunch,2003,Number,239
GUNNISON WATERSHED RE1J,Eligible for Free or Reduced Lunch,2003,Number,321
GUNNISON WATERSHED RE1J,Eligible for Reduced Price Lunch,2004,Number,63
GUNNISON WATERSHED RE1J,Eligible for Free Lunch,2004,Number,180
GUNNISON WATERSHED RE1J,Eligible for Free or Reduced Lunch,2004,Number,243
GUNNISON WATERSHED RE1J,Eligible for Free Lunch,2004,Percent,0.1122
GUNNISON WATERSHED RE1J,Eligible for Free or Reduced Lunch,2004,Percent,0.1515
GUNNISON WATERSHED RE1J,Eligible for Reduced Price Lunch,2004,Percent,0.0393
GUNNISON WATERSHED RE1J,Eligible for Free or Reduced Lunch,2005,Percent,0.1985
GUNNISON WATERSHED RE1J,Eligible for Reduced Price Lunch,2005,Percent,0.052
GUNNISON WATERSHED RE1J,Eligible for Reduced Price Lunch,2006,Percent,0.0413
GUNNISON WATERSHED RE1J,Eligible for Free Lunch,2006,Percent,0.1255
GUNNISON WATERSHED RE1J,Eligible for Free or Reduced Lunch,2006,Percent,0.1668
GUNNISON WATERSHED RE1J,Eligible for Free Lunch,2005,Percent,0.1465
GUNNISON WATERSHED RE1J,Eligible for Reduced Price Lunch,2005,Number,82
GUNNISON WATERSHED RE1J,Eligible for Free or Reduced Lunch,2005,Number,313
GUNNISON WATERSHED RE1J,Eligible for Free Lunch,2005,Number,231
GUNNISON WATERSHED RE1J,Eligible for Reduced Price Lunch,2006,Number,71
GUNNISON WATERSHED RE1J,Eligible for Free or Reduced Lunch,2006,Number,287
GUNNISON WATERSHED RE1J,Eligible for Free Lunch,2006,Number,216
